,id_model,id_serie,input,output,rep,sMAPE,MAE,MAPE
12,0,38745,12,12,2,0.033086592,1473.567505,0.061235002
13,1,38745,12,12,2,0.04540262,2079.464312,0.090404349
14,2,38745,12,12,2,0.032747104,1458.831874,0.060597611
15,0,38745,12,3,2,0.032884761,435.4416504,0.068196867
16,1,38745,12,3,2,0.019934761,250.2949733,0.038906095
17,2,38745,12,3,2,0.008641461,111.6271656,0.017647856
0,0,38833,12,12,0,0.007443745,1782.999023,0.014674885
1,1,38833,12,12,0,0.090497208,19950.1005,0.165807804
2,2,38833,12,12,0,0.00553484,1325.380507,0.010854817
3,0,38833,12,3,0,0.011170529,678.3369141,0.021834852
4,1,38833,12,3,0,0.098389982,5500,0.178924699
5,2,38833,12,3,0,0.01270894,770.5361982,0.024814696
6,0,38833,12,12,1,0.016646977,3916.754883,0.032676246
7,1,38833,12,12,1,0.093235832,20400,0.170502845
8,2,38833,12,12,1,0.016036319,3775.344904,0.031468546
9,0,38833,12,3,1,0.002473649,148.0527344,0.004935091
10,1,38833,12,3,1,0.087140709,4809.352174,0.160311739
11,2,38833,12,3,1,0.001949983,116.7712506,0.003892375
12,0,38833,12,12,2,0.039705574,8890.457031,0.07639872
13,1,38833,12,12,2,0.093536345,19912.7,0.171173785
14,2,38833,12,12,2,0.035658043,8015.379762,0.068881163
15,0,38833,12,3,2,0.005503412,328.0898438,0.010960538
16,1,38833,12,3,2,0.085662112,4718.405688,0.157787957
17,2,38833,12,3,2,0.003273969,195.6065163,0.006544055
0,0,38846,12,12,0,0.016804843,395.2626953,0.034550314
1,1,38846,12,12,0,0.371725527,13691.03642,1.183423918
2,2,38846,12,12,0,0.019037954,448.9954365,0.039202087
3,0,38846,12,3,0,0.005689513,32.42108154,0.011311271
4,1,38846,12,3,0,0.358607328,3198.09378,1.118287899
5,2,38846,12,3,0,0.005904004,33.97147147,0.011918905
6,0,38846,12,12,1,0.012047773,292.9165039,0.0244924
7,1,38846,12,12,1,0.369905903,14101.29034,1.174331939
8,2,38846,12,12,1,0.019193659,470.0537482,0.039279376
9,0,38846,12,3,1,0.024846152,144.7219238,0.050958159
10,1,38846,12,3,1,0.369325946,3326.236998,1.171263395
11,2,38846,12,3,1,0.023618582,137.3987069,0.048406529
12,0,38846,12,12,2,0.044852779,1156.131104,0.09413852
13,1,38846,12,12,2,0.374288475,14727.20554,1.196538359
14,2,38846,12,12,2,0.048569562,1256.826107,0.102330867
15,0,38846,12,3,2,0.013691646,80.51391602,0.027878959
16,1,38846,12,3,2,0.363666525,3314.717726,1.143117551
17,2,38846,12,3,2,0.017201695,101.5160797,0.035108254
0,0,38852,12,12,0,0.006815545,1662.504883,0.013581402
1,1,38852,12,12,0,0.021950171,5249.396536,0.042871126
2,2,38852,12,12,0,0.004907526,1196.58656,0.009782301
3,0,38852,12,3,0,0.003811615,235.2119141,0.007612036
4,1,38852,12,3,0,0.024873914,1499.8995,0.048540437
5,2,38852,12,3,0,0.005173366,318.068555,0.010293481
6,0,38852,12,12,1,0.014995224,3656.685547,0.030630039
7,1,38852,12,12,1,0.01586044,3750.201,0.031083685
8,2,38852,12,12,1,0.01370801,3338.427097,0.027963012
9,0,38852,12,3,1,0.004193452,255.8398438,0.008322042
10,1,38852,12,3,1,0.020003417,1200.200999,0.039160716
11,2,38852,12,3,1,0.003593838,219.2583919,0.007119817
12,0,38852,12,12,2,0.015587945,3863.685547,0.031797037
13,1,38852,12,12,2,0.026288549,6250.099955,0.051144921
14,2,38852,12,12,2,0.014079129,3484.364389,0.028719409
15,0,38852,12,3,2,0.001116553,68.046875,0.002231469
16,1,38852,12,3,2,0.020920502,1250,0.040946774
17,2,38852,12,3,2,0.002848285,173.4511905,0.005679689
0,0,38872,12,12,0,0.058795936,14455.29199,0.125649176
1,1,38872,12,12,0,0.126289283,25946.56671,0.223789203
2,2,38872,12,12,0,0.060269567,14840.82819,0.129039226
3,0,38872,12,3,0,0.000239997,13.67773438,0.000479921
4,1,38872,12,3,0,0.105722599,5450,0.19122807
5,2,38872,12,3,0,0.005379055,304.96568,0.01070055
6,0,38872,12,12,1,0.071293782,18592.91309,0.154022321
7,1,38872,12,12,1,0.177423225,36496.56661,0.300495597
8,2,38872,12,12,1,0.058588231,15073.18059,0.12473939
9,0,38872,12,3,1,0.042410221,2377.42627,0.083418466
10,1,38872,12,3,1,0.109095426,5606.766666,0.196728655
11,2,38872,12,3,1,0.001176878,67.13636364,0.002355662
12,0,38872,12,12,2,0.03272623,8822.4375,0.070367712
13,1,38872,12,12,2,0.249661178,52103.43113,0.397178118
14,2,38872,12,12,2,0.035651145,9641.550837,0.076365672
15,0,38872,12,3,2,0.013012784,767.3291016,0.026432443
16,1,38872,12,3,2,0.125725338,6499.999989,0.223129251
17,2,38872,12,3,2,0.007087611,411.5357143,0.014145842
0,0,38907,12,12,0,0.022430957,5353.0625,0.043681564
1,1,38907,12,12,0,0.254623008,49397.50002,0.40591223
2,2,38907,12,12,0,0.012196489,2932.854938,0.023959567
3,0,38907,12,3,0,0.019675569,1192.487305,0.038591822
4,1,38907,12,3,0,0.253549696,12500.00001,0.404530745
5,2,38907,12,3,0,0.012982332,792.0257937,0.025631903
6,0,38907,12,12,1,0.048426547,11085.53711,0.092329196
7,1,38907,12,12,1,0.263157227,49999.89952,0.416523685
8,2,38907,12,12,1,0.049866168,11399.43425,0.094947444
9,0,38907,12,3,1,0.006565377,396.5712891,0.013022133
10,1,38907,12,3,1,0.249743063,12150,0.399663528
11,2,38907,12,3,1,0.007628013,460.2722567,0.015121228
12,0,38907,12,12,2,0.031113103,6964.225586,0.06002159
13,1,38907,12,12,2,0.260513381,47700,0.413285461
14,2,38907,12,12,2,0.030253179,6777.395927,0.058368728
15,0,38907,12,3,2,0.005875615,353.9824219,0.011682588
16,1,38907,12,3,2,0.252063507,12199.89916,0.402636936
17,2,38907,12,3,2,0.005677311,342.1028411,0.011290523
0,0,38923,12,12,0,0.044393321,1028.527893,0.093260222
1,1,38923,12,12,0,0.311537476,10018.61318,0.905676599
2,2,38923,12,12,0,0.047890319,1113.623443,0.100947203
3,0,38923,12,3,0,0.005719335,30.8538208,0.011433742
4,1,38923,12,3,0,0.313223099,2453.693868,0.91220698
5,2,38923,12,3,0,0.014998749,81.92199546,0.030478256
6,0,38923,12,12,1,0.05393834,1376.307251,0.113544024
7,1,38923,12,12,1,0.282370621,9498.533634,0.787294048
8,2,38923,12,12,1,0.066432169,1717.788998,0.141909882
9,0,38923,12,3,1,0.016365831,90.1786499,0.033446339
10,1,38923,12,3,1,0.314366278,2485.095424,0.917258843
11,2,38923,12,3,1,0.0241745,134.2717434,0.049699316
12,0,38923,12,12,2,0.055368283,1575.534058,0.119169307
13,1,38923,12,12,2,0.240545749,8513.83702,0.636036126
14,2,38923,12,12,2,0.061081717,1748.689518,0.132117277
15,0,38923,12,3,2,0.012455652,70.63140869,0.025307529
16,1,38923,12,3,2,0.30322526,2437.030729,0.8705101
17,2,38923,12,3,2,0.020778321,118.8276353,0.042496407
0,0,38952,12,12,0,0.012241076,294.1854248,0.024643153
1,1,38952,12,12,0,0.038045722,950.0017494,0.079666392
2,2,38952,12,12,0,0.013005573,316.2699223,0.026406653
3,0,38952,12,3,0,0.022222783,135.9125977,0.045546946
4,1,38952,12,3,0,0.027171858,167.0261199,0.05602898
5,2,38952,12,3,0,0.019579728,119.4250821,0.040092415
6,0,38952,12,12,1,0.018313519,449.8731689,0.037201685
7,1,38952,12,12,1,0.036802378,920.8185006,0.081362223
8,2,38952,12,12,1,0.040197433,1010.168254,0.086999253
9,0,38952,12,3,1,0.004402305,26.19036865,0.008871609
10,1,38952,12,3,1,0.037436336,231.0203902,0.078637996
11,2,38952,12,3,1,0.005959847,35.56113256,0.012132491
12,0,38952,12,12,2,0.019860585,510.6281128,0.042239281
13,1,38952,12,12,2,0.030564043,782.0678524,0.068221759
14,2,38952,12,12,2,0.037072222,970.1869889,0.082963782
15,0,38952,12,3,2,0.006175527,37.99255371,0.012401622
16,1,38952,12,3,2,0.025067963,157.3606449,0.051491285
17,2,38952,12,3,2,0.013924067,86.41858679,0.028288263
0,0,38959,12,12,0,0.022137352,522.9586182,0.045183623
1,1,38959,12,12,0,0.058452437,1444.009572,0.126900998
2,2,38959,12,12,0,0.03034406,727.8899811,0.063535874
3,0,38959,12,3,0,0.022953144,135.31604,0.046743077
4,1,38959,12,3,0,0.054449527,331.6896151,0.115731025
5,2,38959,12,3,0,0.02175843,128.1161616,0.044434218
6,0,38959,12,12,1,0.026962562,668.7912598,0.058054796
7,1,38959,12,12,1,0.045848361,1158.990926,0.104988589
8,2,38959,12,12,1,0.035882822,898.2927956,0.079514601
9,0,38959,12,3,1,0.012250798,70.4475708,0.025684779
10,1,38959,12,3,1,0.069074607,421.4556516,0.152699595
11,2,38959,12,3,1,0.013759187,79.24249318,0.029086438
12,0,38959,12,12,2,0.021299148,558.4302368,0.043320962
13,1,38959,12,12,2,0.024689131,641.3660291,0.053339183
14,2,38959,12,12,2,0.020695089,541.8662819,0.04466464
15,0,38959,12,3,2,0.01108205,67.23742676,0.023389756
16,1,38959,12,3,2,0.043001417,269.6017578,0.091283493
17,2,38959,12,3,2,0.018989559,116.1428571,0.039721684
0,0,38969,12,12,0,0.006499918,153.4263916,0.013185461
1,1,38969,12,12,0,0.062859514,1578.966001,0.134344757
2,2,38969,12,12,0,0.010296518,244.9016647,0.021020872
3,0,38969,12,3,0,0.012176988,71.25061035,0.024857672
4,1,38969,12,3,0,0.036037593,216.0844504,0.075086602
5,2,38969,12,3,0,0.015472218,90.83483483,0.031743718
6,0,38969,12,12,1,0.004860036,116.8942261,0.009812745
7,1,38969,12,12,1,0.059970375,1529.834327,0.127772789
8,2,38969,12,12,1,0.011300522,274.0838002,0.022999486
9,0,38969,12,3,1,0.00196043,11.59631348,0.003916138
10,1,38969,12,3,1,0.020228286,122.2238345,0.041316953
11,2,38969,12,3,1,0.00177031,10.49707602,0.003560182
12,0,38969,12,12,2,0.00656421,160.7748413,0.013202694
13,1,38969,12,12,2,0.02982896,748.3596773,0.061603556
14,2,38969,12,12,2,0.01176351,289.7320892,0.02389531
15,0,38969,12,3,2,0.004196596,24.94854736,0.008476413
16,1,38969,12,3,2,0.058928552,370.7019586,0.125262925
17,2,38969,12,3,2,0.006343112,37.79093567,0.012793563
0,0,39087,12,12,0,0.03233828,1342.16272,0.062399035
1,1,39087,12,12,0,0.081299483,3221.455032,0.150279653
2,2,39087,12,12,0,0.031942209,1326.233076,0.061693597
3,0,39087,12,3,0,0.00862423,93.15161133,0.017446595
4,1,39087,12,3,0,0.074770486,744.9426441,0.139093474
5,2,39087,12,3,0,0.003925022,42.17149799,0.007917201
6,0,39087,12,12,1,0.020846978,888.3139648,0.040794621
7,1,39087,12,12,1,0.095406417,3773.556886,0.173996561
8,2,39087,12,12,1,0.033483052,1403.687007,0.064688506
9,0,39087,12,3,1,0.006524091,70.30163574,0.012945836
10,1,39087,12,3,1,0.082241182,824.2043221,0.151977852
11,2,39087,12,3,1,0.007514985,80.8995724,0.014909552
12,0,39087,12,12,2,0.026871159,1122.281494,0.052868036
13,1,39087,12,12,2,0.099467042,3846.898009,0.180810151
14,2,39087,12,12,2,0.046267174,1880.37322,0.088184054
15,0,39087,12,3,2,0.010738088,113.3581543,0.021242847
16,1,39087,12,3,2,0.076641268,759.5494946,0.142369334
17,2,39087,12,3,2,0.009941356,105.0301255,0.019680611
0,0,39088,12,12,0,0.0587849,4326.479248,0.12548238
1,1,39088,12,12,0,0.114202138,8930.943313,0.258020882
2,2,39088,12,12,0,0.083624192,6321.440393,0.183104813
3,0,39088,12,3,0,0.014234124,248.5816406,0.02878414
4,1,39088,12,3,0,0.088969327,1681.2,0.195349545
5,2,39088,12,3,0,0.004481174,77.49155754,0.009031801
6,0,39088,12,12,1,0.10450375,8317.389648,0.233892352
7,1,39088,12,12,1,0.108455502,8670.16798,0.243434156
8,2,39088,12,12,1,0.108537271,8677.500654,0.243944845
9,0,39088,12,3,1,0.02162007,378.5136719,0.044190974
10,1,39088,12,3,1,0.100603833,1916,0.223727539
11,2,39088,12,3,1,0.013240831,229.8455364,0.026850204
12,0,39088,12,12,2,0.097502283,8200.994531,0.216993489
13,1,39088,12,12,2,0.082904527,6862.17111,0.181327347
14,2,39088,12,12,2,0.094271422,7900.95943,0.208785724
15,0,39088,12,3,2,0.019006951,335.3617187,0.038782613
16,1,39088,12,3,2,0.097192359,1863.390411,0.215327819
17,2,39088,12,3,2,0.012569037,220.3242157,0.025482458
0,0,39124,12,12,0,0.080597819,17044.26797,0.176165935
1,1,39124,12,12,0,0.13115009,29348.4,0.302266726
2,2,39124,12,12,0,0.059106578,12213.9456,0.126357467
3,0,39124,12,3,0,0.019166315,929.565625,0.039103323
4,1,39124,12,3,0,0.122529426,6642.7,0.279290279
5,2,39124,12,3,0,0.019411693,941.7020233,0.039598043
6,0,39124,12,12,1,0.098671114,22635.21406,0.219453263
7,1,39124,12,12,1,0.107287232,24849.30018,0.240504408
8,2,39124,12,12,1,0.104208246,24053.20151,0.23321359
9,0,39124,12,3,1,0.013232083,646.3307617,0.026756312
10,1,39124,12,3,1,0.11651514,6356.6,0.263818744
11,2,39124,12,3,1,0.015337283,750.7625,0.031190912
12,0,39124,12,12,2,0.080611909,20376.92734,0.176954649
13,1,39124,12,12,2,0.061191118,15147.8,0.131075034
14,2,39124,12,12,2,0.086721147,22067.84775,0.191500534
15,0,39124,12,3,2,0.010648493,527.4330078,0.021527453
16,1,39124,12,3,2,0.110533911,6089.7,0.248578061
17,2,39124,12,3,2,0.014391816,715.5517744,0.029239803
0,0,39144,12,12,0,0.052922502,4021.160635,0.116070603
1,1,39144,12,12,0,0.059375792,4105.760009,0.108852514
2,2,39144,12,12,0,0.061130824,4697.561768,0.1367503
3,0,39144,12,3,0,0.077233211,1368.72252,0.169632291
4,1,39144,12,3,0,0.024520631,408.9429511,0.050949912
5,2,39144,12,3,0,0.050144136,863.3079167,0.10687221
6,0,39144,12,12,1,0.035643726,2772.177539,0.074454356
7,1,39144,12,12,1,0.100756486,6965.541552,0.179125772
8,2,39144,12,12,1,0.035921822,2798.822241,0.075189749
9,0,39144,12,3,1,0.024487683,460.7572754,0.050982568
10,1,39144,12,3,1,0.04205192,743.1721456,0.079693032
11,2,39144,12,3,1,0.040893705,785.2043024,0.086645457
12,0,39144,12,12,2,0.078250453,6026.794678,0.171894463
13,1,39144,12,12,2,0.09072394,5904.994892,0.165540433
14,2,39144,12,12,2,0.093191703,7295.822044,0.205549498
15,0,39144,12,3,2,0.019428821,384.1809766,0.03980441
16,1,39144,12,3,2,0.078574509,1426.416747,0.145267991
17,2,39144,12,3,2,0.013630619,268.2466708,0.027695046
0,0,39152,12,12,0,0.018431023,908.3540625,0.037635136
1,1,39152,12,12,0,0.033821309,1583.149846,0.065256779
2,2,39152,12,12,0,0.021570577,1066.494957,0.044167017
3,0,39152,12,3,0,0.005483824,66.31762695,0.011058792
4,1,39152,12,3,0,0.006404665,77.52543469,0.012913066
5,2,39152,12,3,0,0.006416814,77.67343707,0.012943793
6,0,39152,12,12,1,0.021947975,1088.063901,0.044859118
7,1,39152,12,12,1,0.079505983,3571.056062,0.147427498
8,2,39152,12,12,1,0.024528199,1219.194076,0.050288134
9,0,39152,12,3,1,0.006570167,80.0212207,0.013222573
10,1,39152,12,3,1,0.001281937,15.53065484,0.002567383
11,2,39152,12,3,1,0.001496997,18.14001179,0.002998841
12,0,39152,12,12,2,0.030537315,1551.454219,0.063264727
13,1,39152,12,12,2,0.099626226,4462.392888,0.181040441
14,2,39152,12,12,2,0.029102565,1476.376493,0.060179955
15,0,39152,12,3,2,0.001913175,23.17731445,0.003832504
16,1,39152,12,3,2,0.004086115,49.21531471,0.008138871
17,2,39152,12,3,2,0.000619981,7.502463794,0.001240939
0,0,39155,12,12,0,0.055256183,5602.928809,0.117334768
1,1,39155,12,12,0,0.023233896,2197.51,0.045392573
2,2,39155,12,12,0,0.056831104,5772.246937,0.120993402
3,0,39155,12,3,0,0.023254898,557.296582,0.047807418
4,1,39155,12,3,0,0.010754034,254.4604586,0.021889093
5,2,39155,12,3,0,0.019954912,476.6031716,0.040907615
6,0,39155,12,12,1,0.069565453,7413.148438,0.149642936
7,1,39155,12,12,1,0.074459273,6871.06,0.138570428
8,2,39155,12,12,1,0.069980001,7460.648268,0.150619646
9,0,39155,12,3,1,0.013576916,328.7733594,0.027520657
10,1,39155,12,3,1,0.001359777,32.525,0.002724583
11,2,39155,12,3,1,0.014606522,354.0754574,0.02964865
12,0,39155,12,12,2,0.022118846,2436.195176,0.045032523
13,1,39155,12,12,2,0.164090597,15354.57775,0.281463638
14,2,39155,12,12,2,0.020227131,2246.540338,0.041675798
15,0,39155,12,3,2,0.016865368,410.0629102,0.034307753
16,1,39155,12,3,2,0.001557229,37.28,0.003118019
17,2,39155,12,3,2,0.019178401,467.4014531,0.039106462
0,0,39201,12,12,0,0.089211983,8504.124756,0.157403502
1,1,39201,12,12,0,0.221220639,18798.72667,0.356714298
2,2,39201,12,12,0,0.106898523,10047.5149,0.185714815
3,0,39201,12,3,0,0.012121061,338.8999023,0.024292317
4,1,39201,12,3,0,0.252312002,5632.489605,0.40285713
5,2,39201,12,3,0,0.011379629,314.5494396,0.022392567
6,0,39201,12,12,1,0.142693464,10220.50195,0.222910281
7,1,39201,12,12,1,0.110626764,8188.0955,0.171646818
8,2,39201,12,12,1,0.107321329,7913.399072,0.165577124
9,0,39201,12,3,1,0.057879304,1516.413818,0.108299555
10,1,39201,12,3,1,0.249847805,5540.5,0.399359698
11,2,39201,12,3,1,0.043033312,1143.50256,0.08195079
12,0,39201,12,12,2,0.069201414,4522.519531,0.126521176
13,1,39201,12,12,2,0.052225425,3501.133333,0.09965342
14,2,39201,12,12,2,0.046590283,3091.12028,0.085653455
15,0,39201,12,3,2,0.049803695,1194.166748,0.09055655
16,1,39201,12,3,2,0.200635104,4170,0.329028464
17,2,39201,12,3,2,0.057463009,1387.843162,0.107981418
0,0,39212,12,12,0,0.041561945,1097.060181,0.086078186
1,1,39212,12,12,0,0.549100265,31350.733,2.45090009
2,2,39212,12,12,0,0.041314689,1090.353218,0.085589257
3,0,39212,12,3,0,0.041603477,271.9168701,0.08717143
4,1,39212,12,3,0,0.551062487,7688.94404,2.455550263
5,2,39212,12,3,0,0.050411715,332.5430451,0.106401683
6,0,39212,12,12,1,0.045600643,1256.298523,0.088787555
7,1,39212,12,12,1,0.545074395,33629.99998,2.411760101
8,2,39212,12,12,1,0.037234302,1023.702367,0.072675735
9,0,39212,12,3,1,0.044468674,278.484375,0.093059568
10,1,39212,12,3,1,0.570171493,7937.831391,2.653024223
11,2,39212,12,3,1,0.062789506,400.9050356,0.134000762
12,0,39212,12,12,2,0.348950052,14779.12524,1.057357077
13,1,39212,12,12,2,0.553866416,34232.6,2.496775563
14,2,39212,12,12,2,0.274934578,10455.67176,0.758195752
15,0,39212,12,3,2,0.038948185,265.723877,0.077960139
16,1,39212,12,3,2,0.527548764,7566.22092,2.243077303
17,2,39212,12,3,2,0.03016468,206.0011598,0.060725149
0,0,39224,12,12,0,0.021646785,1298.717236,0.041636114
1,1,39224,12,12,0,0.024114452,1436.095323,0.04640188
2,2,39224,12,12,0,0.01577997,949.0323775,0.030338694
3,0,39224,12,3,0,0.015889352,248.7642578,0.031050821
4,1,39224,12,3,0,0.044506522,677.7050319,0.085090201
5,2,39224,12,3,0,0.019633778,306.2583033,0.038335882
6,0,39224,12,12,1,0.017905692,1049.756787,0.036381831
7,1,39224,12,12,1,0.008715415,506.2179181,0.017320604
8,2,39224,12,12,1,0.015202752,893.5641334,0.031073343
9,0,39224,12,3,1,0.004036902,61.27519531,0.007983468
10,1,39224,12,3,1,0.023924284,356.0495769,0.046697339
11,2,39224,12,3,1,0.008213699,124.1439561,0.016246922
12,0,39224,12,12,2,0.01299573,765.2084473,0.026335213
13,1,39224,12,12,2,0.006078967,354.931762,0.012270496
14,2,39224,12,12,2,0.015630595,922.8572469,0.03193917
15,0,39224,12,3,2,0.009235697,137.8475098,0.018339639
16,1,39224,12,3,2,0.015045903,221.8006698,0.029595201
17,2,39224,12,3,2,0.005617963,84.4772379,0.011338829
0,0,39262,12,12,0,0.029736898,1694.592754,0.057684074
1,1,39262,12,12,0,0.226702521,10844.58765,0.369663867
2,2,39262,12,12,0,0.027419182,1566.039755,0.053308916
3,0,39262,12,3,0,0.00396979,58.46132422,0.007974927
4,1,39262,12,3,0,0.206196797,2507.479373,0.341885098
5,2,39262,12,3,0,0.001618748,23.78124193,0.003251183
6,0,39262,12,12,1,0.012939741,729.4942109,0.02547716
7,1,39262,12,12,1,0.24579573,11266.9763,0.394660467
8,2,39262,12,12,1,0.013735351,773.7400195,0.027027216
9,0,39262,12,3,1,0.004411771,64.789375,0.008759382
10,1,39262,12,3,1,0.212177585,2581.878925,0.350060802
11,2,39262,12,3,1,0.004698185,68.98318103,0.009326444
12,0,39262,12,12,2,0.005754487,318.9392148,0.011569762
13,1,39262,12,12,2,0.255073199,11218.72792,0.40649916
14,2,39262,12,12,2,0.004685428,259.2445581,0.009402559
15,0,39262,12,3,2,0.009324691,136.2061777,0.018466686
16,1,39262,12,3,2,0.217340099,2630.213478,0.357062572
17,2,39262,12,3,2,0.011277455,164.2872488,0.022268083
0,0,39303,12,12,0,0.158936997,13706.97734,0.385400699
1,1,39303,12,12,0,0.301932388,31373.1,0.871638607
2,2,39303,12,12,0,0.170190143,14876.50919,0.418764492
3,0,39303,12,3,0,0.050143974,881.0839844,0.10652625
4,1,39303,12,3,0,0.310732295,7524.104166,0.90313629
5,2,39303,12,3,0,0.060420331,1073.26218,0.129719665
6,0,39303,12,12,1,0.167535759,18163.50791,0.409641228
7,1,39303,12,12,1,0.203670877,23083.1,0.516193365
8,2,39303,12,12,1,0.169581218,18430.5537,0.415625515
9,0,39303,12,3,1,0.038353169,714.572168,0.079855687
10,1,39303,12,3,1,0.292103091,7393.100038,0.825469788
11,2,39303,12,3,1,0.0368091,684.7046543,0.076553981
12,0,39303,12,12,2,0.061584157,8086.314844,0.132272956
13,1,39303,12,12,2,0.055945224,7302.016299,0.119246879
14,2,39303,12,12,2,0.058510473,7657.642532,0.124937044
15,0,39303,12,3,2,0.047979793,927.4317383,0.100821948
16,1,39303,12,3,2,0.280612808,7178.183134,0.780717531
17,2,39303,12,3,2,0.05106528,990.2825509,0.107944932
0,0,39341,12,12,0,0.030765003,7770.002656,0.065286591
1,1,39341,12,12,0,0.106724577,23826.25588,0.18647022
2,2,39341,12,12,0,0.031545835,7818.740967,0.064340724
3,0,39341,12,3,0,0.022315236,1482.827187,0.042571326
4,1,39341,12,3,0,0.144732148,8588.85,0.250388449
5,2,39341,12,3,0,0.024485175,1627.18434,0.046209565
6,0,39341,12,12,1,0.042730546,9892.384414,0.086184595
7,1,39341,12,12,1,0.07560947,16084.9,0.138514217
8,2,39341,12,12,1,0.034963692,8117.574677,0.07180364
9,0,39341,12,3,1,0.007719977,491.5414453,0.015983311
10,1,39341,12,3,1,0.11639041,6631.46,0.206207242
11,2,39341,12,3,1,0.019239321,1221.722817,0.039126453
12,0,39341,12,12,2,0.015251103,3130.447637,0.030801359
13,1,39341,12,12,2,0.031429274,6255.05,0.060679563
14,2,39341,12,12,2,0.018062648,3660.397019,0.035373097
15,0,39341,12,3,2,0.01556795,917.9387891,0.030519073
16,1,39341,12,3,2,0.087545898,4782.72638,0.157125901
17,2,39341,12,3,2,0.034590753,2013.015854,0.066637808
0,0,39382,12,12,0,0.063668599,1840.378052,0.136274635
1,1,39382,12,12,0,0.158987711,5133.696791,0.381207228
2,2,39382,12,12,0,0.054753565,1573.027636,0.116275319
3,0,39382,12,3,0,0.025729459,181.9435547,0.05147907
4,1,39382,12,3,0,0.130044861,1068.216667,0.301053375
5,2,39382,12,3,0,0.027608838,199.5775295,0.05646465
6,0,39382,12,12,1,0.038141305,1106.97832,0.078599493
7,1,39382,12,12,1,0.140110989,4643.64937,0.333206134
8,2,39382,12,12,1,0.022006829,638.1092879,0.04687673
9,0,39382,12,3,1,0.040712494,282.734668,0.084417944
10,1,39382,12,3,1,0.163591322,1306.487299,0.391212633
11,2,39382,12,3,1,0.049733928,349.5996573,0.10460124
12,0,39382,12,12,2,0.057967855,2163.690991,0.130927313
13,1,39382,12,12,2,0.041837705,1533.282085,0.092405544
14,2,39382,12,12,2,0.050658959,1883.781406,0.11470969
15,0,39382,12,3,2,0.045456705,319.4825684,0.094921155
16,1,39382,12,3,2,0.162473668,1301.455611,0.391051259
17,2,39382,12,3,2,0.045690106,321.2015147,0.096517315
0,0,39428,12,12,0,0.07115576,3590.712646,0.152533951
1,1,39428,12,12,0,0.210644666,12508.10165,0.534448873
2,2,39428,12,12,0,0.084116553,4304.817457,0.183125225
3,0,39428,12,3,0,0.002466622,28.16906738,0.004953413
4,1,39428,12,3,0,0.218328366,3183.570447,0.558644184
5,2,39428,12,3,0,0.0136127,157.2988199,0.027631711
6,0,39428,12,12,1,0.074374204,4344.373779,0.163444425
7,1,39428,12,12,1,0.147905294,9385.040666,0.351282982
8,2,39428,12,12,1,0.086900326,5145.688889,0.192956267
9,0,39428,12,3,1,0.01522922,177.6898193,0.030980831
10,1,39428,12,3,1,0.216652577,3177.821277,0.55318824
11,2,39428,12,3,1,0.023710922,279.0551465,0.048622429
12,0,39428,12,12,2,0.119841261,8437.481689,0.274241421
13,1,39428,12,12,2,0.089581517,6097.401979,0.197667327
14,2,39428,12,12,2,0.114313736,7998.084505,0.260304631
15,0,39428,12,3,2,0.013904172,167.0030518,0.028192562
16,1,39428,12,3,2,0.204025178,3035.867649,0.512707838
17,2,39428,12,3,2,0.019490892,235.4390424,0.039769909
0,0,39445,12,12,0,0.496175391,155401.4253,0.657359532
1,1,39445,12,12,0,0.602708804,176220,0.747983063
2,2,39445,12,12,0,0.421465666,138940.2613,0.588903821
3,0,39445,12,3,0,0.006876079,868.8007813,0.013594497
4,1,39445,12,3,0,0.586690198,47040.51687,0.739497763
5,2,39445,12,3,0,0.025273859,3136.079501,0.049215544
6,0,39445,12,12,1,0.33138242,70414.09375,0.483624012
7,1,39445,12,12,1,0.433348533,85530,0.590683963
8,2,39445,12,12,1,0.374278866,77046.58333,0.523829863
9,0,39445,12,3,1,0.00527352,653.4238281,0.01041602
10,1,39445,12,3,1,0.580311566,45740.09973,0.734409304
11,2,39445,12,3,1,0.062120622,7285.184447,0.116616806
12,0,39445,12,12,2,0.180340167,24626.14502,0.298788192
13,1,39445,12,12,2,0.218107618,28860,0.350166032
14,2,39445,12,12,2,0.19113485,25863.66706,0.312990419
15,0,39445,12,3,2,0.142873456,15464.04492,0.25000492
16,1,39445,12,3,2,0.578813019,45350,0.733220471
17,2,39445,12,3,2,0.15063319,16193.97542,0.261768709
0,0,39476,12,12,0,0.034630751,5250.293359,0.065005698
1,1,39476,12,12,0,0.041889311,6820.580094,0.088454966
2,2,39476,12,12,0,0.05571632,8275.526772,0.103233594
3,0,39476,12,3,0,0.065479258,2563.383105,0.121535143
4,1,39476,12,3,0,0.020510107,856.5,0.040946066
5,2,39476,12,3,0,0.066276863,2592.666916,0.122822259
6,0,39476,12,12,1,0.069351276,9754.136523,0.129105967
7,1,39476,12,12,1,0.062902841,10095.79227,0.134675603
8,2,39476,12,12,1,0.060669692,8602.930195,0.114022543
9,0,39476,12,3,1,0.014069491,531.6745117,0.028840733
10,1,39476,12,3,1,0.059860436,2377.188955,0.127850465
11,2,39476,12,3,1,0.011302224,426.351539,0.023154454
12,0,39476,12,12,2,0.037354848,5248.98916,0.071285341
13,1,39476,12,12,2,0.084066838,13378.6716,0.183938987
14,2,39476,12,12,2,0.027732575,3933.345937,0.053709297
